-1	AIMed_d30@3#1	3-4|2-5|1-5|3-3|2-2|1-2|8-1|8-2|9-1|9-1|9-2|9-3|8-2|9-4|9-5|10-1|6-2|8-1|8-4|9-9|10-36|9-20|19-32
-1	AIMed_d30@3#2	3-2|2-3|1-6|3-3|2-2|1-2|8-1|8-2|9-1|9-1|9-2|9-3|19-33|9-67|5-16|10-72|9-67|5-21|10-2|8-2|9-4|9-5|10-1|6-2
-1	AIMed_d30@4#1	3-5|2-3|1-7|3-6|2-6|1-8|4-0
-1	AIMed_d30@6#1	3-8|2-8|1-10|3-9|2-9|1-5|4-0
-1	AIMed_d30@6#2	3-8|2-8|1-10|3-4|2-2|1-2|4-0
-1	AIMed_d192@1#1	3-2|2-10|1-11|3-11|2-11|1-13|4-0
-1	AIMed_d192@1#2	3-2|2-10|1-11|3-10|2-10|1-12|4-0
-1	AIMed_d192@1#3	3-2|2-10|1-11|3-11|2-12|1-2|4-0
-1	AIMed_d192@1#4	3-11|2-11|1-13|3-10|2-10|1-12|4-0
-1	AIMed_d192@1#5	3-10|2-10|1-12|3-11|2-12|1-2|9-9|10-9
-1	AIMed_d192@2#1	3-13|2-8|1-9|3-9|2-13|1-9|18-6|6-1|8-2|9-28|9-26|13-7|6-1
-1	AIMed_d192@2#2	3-13|2-8|1-9|3-12|2-14|1-14|6-1
-1	AIMed_d192@2#3	3-9|2-13|1-9|3-14|2-15|1-15|8-2|9-28|9-26|13-7|6-1
-1	AIMed_d192@2#4	3-9|2-13|1-9|3-12|2-14|1-14|6-1
-1	AIMed_d192@2#5	3-14|2-15|1-15|3-12|2-14|1-14|6-1
-1	AIMed_d192@3#1	3-7|2-16|1-18|3-2|2-10|1-9|12-1|13-1|10-1|6-1|8-2|9-4|9-7|10-2|8-51|9-120|22-10|11-24|9-38|19-10|11-34
-1	AIMed_d192@3#2	3-2|2-10|1-9|3-11|2-13|1-16|9-76|5-6|22-5|12-1|13-1|6-1|8-2|9-4|9-7|10-2|8-51|9-120|22-10|11-24|9-38|19-10|11-34
-1	AIMed_d192@3#3	3-2|2-10|1-9|3-14|2-1|1-17|9-76|5-6|22-5|12-1|13-1|8-2|9-4|9-7|10-2|8-51|9-120|22-10|11-24|9-38|19-10|11-34
-1	AIMed_d192@3#4	3-2|2-10|1-9|3-15|2-14|1-19|9-76|5-6|22-5|12-1|13-1|10-1|6-1|8-2|9-4|9-7|10-2
-1	AIMed_d192@3#5	3-11|2-13|1-16|3-14|2-1|1-17|9-76|5-6|22-5|12-1|13-1|14-8|8-2|9-4|9-7|10-2|8-51|9-120|22-10|11-24|9-38|19-10|11-34
-1	AIMed_d192@3#6	3-11|2-13|1-16|3-15|2-14|1-19|9-76|5-6|22-5|12-1|13-1|14-8|6-1|8-2|9-4|9-7|10-2
-1	AIMed_d192@3#7	3-14|2-1|1-17|3-15|2-14|1-19|9-76|5-6|22-5|12-1|13-1|14-8|6-4|8-2|9-4|9-7|10-2
-1	AIMed_d192@6#1	3-16|2-17|1-20|3-8|2-8|1-21|5-3|13-2|14-1|4-2|10-1|6-1
-1	AIMed_d192@7#1	3-7|2-18|1-7|3-6|2-19|1-22|10-14|6-5|15-5|10-7|9-83|15-26|12-41|13-3|9-8|15-1
-1	AIMed_d192@7#2	3-7|2-18|1-7|3-7|2-20|1-23|5-4|12-10|13-3|9-8|15-1
-1	AIMed_d192@7#3	3-6|2-19|1-22|3-7|2-20|1-23|13-3|9-8|15-1
-1	AIMed_d143@1#1	3-2|2-10|1-9|3-14|2-1|1-25|12-22
-1	AIMed_d143@1#2	3-2|2-10|1-9|3-2|2-21|1-26|4-0
-1	AIMed_d143@1#3	3-14|2-1|1-25|3-2|2-21|1-26|9-9
-1	AIMed_d143@2#1	3-7|2-22|1-27|3-3|2-2|1-2|9-9|10-5|9-10|10-6|15-2|17-1
-1	AIMed_d143@3#1	3-17|2-23|1-28|3-3|2-24|1-25|9-11|17-2|18-1|10-7
-1	AIMed_d143@4#1	3-7|2-3|1-7|3-6|2-19|1-29|6-5|15-3|10-8|15-4|19-1|15-5|10-9|13-29|14-13|10-29|9-35|18-1|8-2|9-17|9-15|15-5
-1	AIMed_d143@4#2	3-7|2-3|1-7|3-18|2-25|1-27|6-5|15-3|10-8|15-4|19-1|15-5|10-9|5-7|9-17|9-15|15-5
-1	AIMed_d143@4#3	3-7|2-3|1-7|3-7|2-2|1-2|6-5|15-3|10-8|15-4|19-1|15-5|10-9|5-7|4-18|13-29|14-13|10-29|9-35|18-1|8-2
-1	AIMed_d143@4#4	3-6|2-19|1-29|3-18|2-25|1-27|6-5|15-3|10-8|15-4|19-1|15-5|10-9|9-17|9-15|9-17|9-15|15-5
-1	AIMed_d143@4#5	3-6|2-19|1-29|3-7|2-2|1-2|6-5|15-3|10-8|15-4|19-1|15-5|10-9|9-17|9-15|13-29|14-13|10-29|9-35|18-1|8-2
-1	AIMed_d143@4#6	3-18|2-25|1-27|3-7|2-2|1-2|6-5|15-3|10-8|15-4|19-1|15-5|10-9|9-17|9-15|15-5|10-36|9-3|19-33|9-6|5-7
-1	AIMed_d143@5#1	3-10|2-3|1-7|3-6|2-26|1-30|4-3|20-1|12-2|8-1|8-2|9-1
-1	AIMed_d143@6#1	3-4|2-3|1-7|3-6|2-27|1-31|14-3|9-12|9-13|20-2|8-4|9-9|10-9|9-1|9-2|9-14|19-2|20-27|6-1|8-2|9-1|9-4|9-9|10-7
-1	AIMed_d143@8#1	3-5|2-3|1-7|3-6|2-28|1-32|8-5|9-15|15-6|10-10|6-4|9-16|10-11|11-1|6-1|8-2|9-1
-1	AIMed_d143@8#2	3-5|2-3|1-7|3-14|2-12|1-2|20-35|8-1|8-5|9-15|15-6|10-10|6-4|9-16|10-11|11-1
-1	AIMed_d143@8#3	3-6|2-28|1-32|3-14|2-12|1-2|6-21|15-47|8-5|9-15|15-6|10-10|6-4|9-16|10-11|11-1
-1	AIMed_d143@9#1	3-4|2-29|1-20|3-20|2-30|1-33|21-1|5-6|9-10
-1	AIMed_d143@9#2	3-4|2-29|1-20|3-21|2-31|1-34|21-1|14-6|12-3|10-2|28-1
-1	AIMed_d143@9#3	3-20|2-30|1-33|3-21|2-31|1-34|4-14|22-23|5-16|10-17|9-26|8-56|9-77|21-1
-1	AIMed_d143@10#1	3-20|2-30|1-34|3-6|2-32|1-9|4-4|9-1|9-1|12-5|10-36|9-3|19-15|9-9|10-7
-1	AIMed_d143@10#2	3-20|2-30|1-34|3-10|2-3|1-7|4-4|9-1|9-1|9-1|9-2|9-3|19-25|9-1|10-7
-1	AIMed_d143@10#3	3-20|2-30|1-34|3-6|2-26|1-25|4-4|9-1|9-1|9-1|9-2|9-3|19-25|9-1|9-92|9-69
-1	AIMed_d143@10#4	3-6|2-32|1-9|3-10|2-3|1-7|4-4|5-4|12-3|10-2|28-1|9-39|15-57|5-19|9-1|9-1|10-7
-1	AIMed_d143@10#5	3-6|2-32|1-9|3-6|2-26|1-25|4-4|5-4|12-3|10-2|28-1|9-39|15-57|5-19|9-1|9-1
-1	AIMed_d143@10#6	3-10|2-3|1-7|3-6|2-26|1-25|4-4|5-4|12-3|10-2|28-1|9-39|15-57|5-19|9-1|9-1|9-1|9-2|9-3|19-25|9-1
-1	AIMed_d143@11#1	3-22|2-33|1-10|3-2|2-3|1-6|9-23|13-6|14-9|8-6|15-5|10-7
-1	AIMed_d143@11#2	3-22|2-33|1-10|3-23|2-34|1-35|6-4|9-9|8-6|15-5|10-7
-1	AIMed_d143@11#3	3-2|2-3|1-6|3-23|2-34|1-35|22-1|28-1|9-45|9-6|8-6|15-5|10-7
-1	AIMed_d143@12#1	3-5|2-3|1-7|3-6|2-28|1-32|9-17|9-8|15-7|19-3|20-2|8-2|9-1|9-4|9-9|10-7
-1	AIMed_d143@12#2	3-5|2-3|1-7|3-14|2-1|1-25|20-2|8-2|9-17|9-8|15-7|19-3
-1	AIMed_d143@12#3	3-6|2-28|1-32|3-14|2-1|1-25|6-21|15-47|9-17|9-8|15-7|19-3
-1	AIMed_d138@1#1	3-14|2-1|1-25|3-24|2-12|1-2|9-7|19-15|9-24|10-12|16-2
-1	AIMed_d138@1#2	3-2|2-3|1-7|3-24|2-12|1-2|9-7|10-2|8-2|10-12|16-2
-1	AIMed_d138@2#1	3-11|2-13|1-36|3-25|2-35|1-37|10-10|10-9|9-1|9-1|9-18|9-19|22-1|10-7
-1	AIMed_d138@4#1	3-26|2-36|1-38|3-9|2-37|1-39|22-3|4-5|13-4
-1	AIMed_d138@5#1	3-7|2-22|1-41|3-2|2-38|1-35|9-5|9-82|8-63|13-26|9-27|9-11|17-10|18-5|9-9|10-36|9-3|19-15|9-5|10-10|6-4|9-9|10-5|9-5|10-10
-1	AIMed_d138@5#2	3-7|2-22|1-41|3-24|2-39|1-40|9-5|10-10|6-4|9-9|10-15|9-23|13-25|14-3|9-9|10-36|9-3|19-15|9-5|10-10|6-4|9-9|10-5|9-5|10-10
-1	AIMed_d138@5#3	3-7|2-22|1-41|3-2|2-3|1-7|9-5|10-10|6-4|9-9|10-15|9-23|13-25|14-3|9-82|8-63|13-26|9-27|9-11|10-10|6-4|9-9|10-5|9-5|10-10
-1	AIMed_d138@5#4	3-7|2-22|1-41|3-6|2-26|1-17|9-5|10-10|6-4|9-9|10-15|9-23|13-25|14-3|9-82|8-63|13-26|9-27|9-11|17-10|18-5|9-9|10-5|9-5|10-10
-1	AIMed_d138@5#5	3-7|2-22|1-41|3-2|2-24|1-17|9-5|10-10|6-4|9-9|10-15|9-23|13-25|14-3|9-82|8-63|13-26|9-27|9-11|17-10|18-5|9-9|10-36|9-3|19-15|9-5
-1	AIMed_d138@5#6	3-27|2-24|1-17|3-2|2-38|1-35|9-82|8-63|13-26|9-27|9-11|17-10|18-5|9-9|10-36|9-3|19-15|9-5|10-10|6-4|9-9|10-5|9-5|10-10
-1	AIMed_d138@5#7	3-27|2-24|1-17|3-24|2-39|1-40|9-9|10-15|9-23|13-25|14-3|9-9|10-36|9-3|19-15|9-5|10-10|6-4|9-9|10-5|9-5|10-10
-1	AIMed_d138@5#8	3-27|2-24|1-17|3-2|2-3|1-7|9-9|10-15|9-23|13-25|14-3|9-82|8-63|13-26|9-27|9-11|10-10|6-4|9-9|10-5|9-5|10-10
-1	AIMed_d138@5#9	3-27|2-24|1-17|3-6|2-26|1-17|9-9|10-15|9-23|13-25|14-3|9-82|8-63|13-26|9-27|9-11|17-10|18-5|9-9|10-5|9-5|10-10
-1	AIMed_d138@5#10	3-27|2-24|1-17|3-2|2-24|1-17|9-9|10-15|9-23|13-25|14-3|9-82|8-63|13-26|9-27|9-11|17-10|18-5|9-9|10-36|9-3|19-15|9-5
-1	AIMed_d138@5#11	3-2|2-38|1-35|3-24|2-39|1-40|9-86|18-19|10-5|9-5|9-9|10-36|9-3|19-15|9-5|10-10|6-4|9-9|10-5|9-5|10-10
-1	AIMed_d138@5#12	3-2|2-38|1-35|3-2|2-3|1-7|9-86|18-19|10-5|9-5|9-82|8-63|13-26|9-27|9-11|10-10|6-4|9-9|10-5|9-5|10-10
-1	AIMed_d138@5#13	3-2|2-38|1-35|3-6|2-26|1-17|9-86|18-19|10-5|9-5|9-82|8-63|13-26|9-27|9-11|17-10|18-5|9-9|10-5|9-5|10-10
-1	AIMed_d138@5#14	3-2|2-38|1-35|3-2|2-24|1-17|9-86|18-19|10-5|9-5|9-82|8-63|13-26|9-27|9-11|17-10|18-5|9-9|10-36|9-3|19-15|9-5
-1	AIMed_d138@5#15	3-24|2-39|1-40|3-2|2-3|1-7|9-86|18-19|10-5|9-5|10-10|6-4|9-9|10-15|9-23|13-25|14-3|10-10|6-4|9-9|10-5|9-5|10-10
-1	AIMed_d138@5#16	3-24|2-39|1-40|3-6|2-26|1-17|9-86|18-19|10-5|9-5|10-10|6-4|9-9|10-15|9-23|13-25|14-3|9-9|10-5|9-5|10-10
-1	AIMed_d138@5#17	3-24|2-39|1-40|3-2|2-24|1-17|9-86|18-19|10-5|9-5|10-10|6-4|9-9|10-15|9-23|13-25|14-3|9-9|10-36|9-3|19-15|9-5
-1	AIMed_d138@5#18	3-2|2-3|1-7|3-6|2-26|1-17|9-86|18-19|10-5|9-5|10-10|6-4|9-9|10-15|9-23|13-25|14-3|9-82|8-63|13-26|9-27|9-11|9-9|10-5|9-5|10-10
-1	AIMed_d138@5#19	3-2|2-3|1-7|3-2|2-24|1-17|9-86|18-19|10-5|9-5|10-10|6-4|9-9|10-15|9-23|13-25|14-3|9-82|8-63|13-26|9-27|9-11
-1	AIMed_d138@5#20	3-6|2-26|1-17|3-2|2-24|1-17|9-86|18-19|10-5|9-5|10-10|6-4|9-9|10-15|9-23|13-25|14-3|9-82|8-63|13-26|9-27|9-11|17-10|18-5
-1	AIMed_d138@6#1	3-2|2-25|1-27|3-14|2-12|1-2|22-4|13-5
-1	AIMed_d37@1#1	3-7|2-22|1-27|3-28|2-40|1-41|4-0
-1	AIMed_d37@2#1	3-2|2-10|1-21|3-11|2-35|1-7|9-76|5-6|22-6|19-10|5-6|22-5|12-1|13-1|14-4|6-1|8-4|9-7|10-3|8-1|8-2|9-1|9-21|9-22|7-2|15-8|19-5|8-2|9-1
-1	AIMed_d37@2#2	3-2|2-10|1-21|3-6|2-41|1-3|9-76|5-6|22-6|22-5|12-1|13-1|14-4|6-1|8-4|9-7|10-3|8-1|8-2|9-1|9-21|9-22|7-2|15-8|19-5|8-2|9-1
-1	AIMed_d37@2#3	3-11|2-35|1-7|3-6|2-41|1-3|9-76|5-6|22-6|12-5|22-5|12-1|13-1|14-4|6-1|8-4|9-7|10-3|8-1|8-2|9-1|9-21|9-22|7-2|15-8|19-5|8-2|9-1
-1	AIMed_d37@6#1	3-30|2-43|1-16|3-31|2-1|1-42|6-7|15-10|22-7|8-8|5-4|12-4|10-4|16-3|9-23|8-2|14-5|8-4|9-5|10-14
-1	AIMed_d37@7#1	3-32|2-44|1-21|3-24|2-35|1-7|4-7|5-5|7-13|8-7|15-9|21-3|14-21|10-23|7-12|9-1|9-1|9-1|9-1|9-2|9-3|19-25|9-45|9-97|5-4|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#2	3-32|2-44|1-21|3-6|2-27|1-43|4-7|5-5|15-9|21-3|14-21|10-23|7-12|9-1|9-1|9-1|9-1|9-2|9-3|19-25|9-45|9-97|5-4|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#3	3-32|2-44|1-21|3-14|2-13|1-9|4-7|5-5|9-61|7-13|8-7|15-9|21-3|14-21|9-3|19-25|9-45|9-97|5-4|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#4	3-32|2-44|1-21|3-14|2-13|1-9|4-7|5-5|9-61|7-13|8-7|15-9|21-3|14-21|10-23|19-25|9-45|9-97|5-4|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#5	3-32|2-44|1-21|3-14|2-13|1-21|4-7|5-5|9-61|7-13|8-7|15-9|21-3|14-21|10-23|7-12|9-45|9-97|5-4|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#6	3-32|2-44|1-21|3-14|2-35|1-7|4-7|5-5|9-61|7-13|8-7|15-9|21-3|14-21|10-23|7-12|9-1|9-97|5-4|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#7	3-32|2-44|1-21|3-6|2-32|1-10|4-7|5-5|9-61|7-13|8-7|15-9|21-3|14-21|10-23|7-12|9-1|9-1|9-1|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#8	3-24|2-35|1-7|3-6|2-27|1-43|4-7|5-5|10-34|15-9|21-3|14-21|10-23|7-12|9-1|9-1|9-1|9-1|9-2|9-3|19-25|9-45|9-97|5-4|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#9	3-24|2-35|1-7|3-14|2-13|1-9|4-7|5-5|10-34|7-13|8-7|15-9|21-3|14-21|9-3|19-25|9-45|9-97|5-4|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#10	3-24|2-35|1-7|3-14|2-13|1-9|4-7|5-5|10-34|7-13|8-7|15-9|21-3|14-21|10-23|19-25|9-45|9-97|5-4|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#11	3-24|2-35|1-7|3-14|2-13|1-21|4-7|5-5|10-34|7-13|8-7|15-9|21-3|14-21|10-23|7-12|9-45|9-97|5-4|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#12	3-24|2-35|1-7|3-14|2-35|1-7|4-7|5-5|10-34|7-13|8-7|15-9|21-3|14-21|10-23|7-12|9-1|9-97|5-4|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#13	3-24|2-35|1-7|3-6|2-32|1-10|4-7|5-5|10-34|7-13|8-7|15-9|21-3|14-21|10-23|7-12|9-1|9-1|9-1|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#14	3-6|2-27|1-43|3-14|2-13|1-9|4-7|5-5|10-34|10-15|9-13|15-9|21-3|14-21|9-3|19-25|9-45|9-97|5-4|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#15	3-6|2-27|1-43|3-14|2-13|1-9|4-7|5-5|10-34|10-15|9-13|15-9|21-3|14-21|10-23|19-25|9-45|9-97|5-4|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#16	3-6|2-27|1-43|3-14|2-13|1-21|4-7|5-5|10-34|10-15|9-13|15-9|21-3|14-21|10-23|7-12|9-45|9-97|5-4|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#17	3-6|2-27|1-43|3-14|2-35|1-7|4-7|5-5|10-34|10-15|9-13|15-9|21-3|14-21|10-23|7-12|9-1|9-97|5-4|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#18	3-6|2-27|1-43|3-6|2-32|1-10|4-7|5-5|10-34|10-15|9-13|15-9|21-3|14-21|10-23|7-12|9-1|9-1|9-1|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#19	3-14|2-13|1-9|3-14|2-13|1-9|4-7|5-5|10-34|10-15|9-13|13-26|9-2|9-3|19-49|9-61|7-13|8-7|15-9|21-3|14-21|19-25|9-45|9-97|5-4|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#20	3-14|2-13|1-9|3-14|2-13|1-21|4-7|5-5|10-34|10-15|9-13|13-26|9-2|9-3|19-49|9-61|7-13|8-7|15-9|21-3|14-21|9-45|9-97|5-4|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#21	3-14|2-13|1-9|3-14|2-35|1-7|4-7|5-5|10-34|10-15|9-13|13-26|9-2|9-3|19-49|9-61|7-13|8-7|15-9|21-3|14-21|9-97|5-4|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#22	3-14|2-13|1-9|3-6|2-32|1-10|4-7|5-5|10-34|10-15|9-13|13-26|9-2|9-3|19-49|9-61|7-13|8-7|15-9|21-3|14-21|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#23	3-14|2-13|1-9|3-14|2-13|1-21|4-7|5-5|10-34|10-15|9-13|13-26|9-2|9-3|19-49|9-61|7-13|8-7|15-9|21-3|14-21|10-23|9-45|9-97|5-4|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
-1	AIMed_d37@7#24	3-14|2-13|1-9|3-14|2-35|1-7|4-7|5-5|10-34|10-15|9-13|13-26|9-2|9-3|19-49|9-61|7-13|8-7|15-9|21-3|14-21|10-23|9-97|5-4|12-5|10-15|9-22|7-3|15-11|10-16|7-4|7-4|7-5|7-6|19-6|7-7
