index0	cluster1	[TRIGGERPRI,NN,NN]	[10.094707892790714,13.337530769509337,19.266659874684404]
	cluster2	[TRIGGERPRI,IN,JJ]	[5.9561064177236185,7.047003536116525,9.902485249871969]
	cluster3	[TRIGGERPRI,@,@]	[3.336502616626744,4.217667290401179,4.217667290401179]
	cluster4	[TRIGGERPRI,NN,CC]	[9.83543267771317,13.061463974570744,18.672406351895653]
	cluster5	[TRIGGERPRI,NN,IN]	[7.58991511107856,10.65883520335212,13.563253253833443]
	cluster6	[TRIGGERPRI,NNS,VBG]	[3.5194771136302365,4.4055954134155915,4.60262632013987]
	cluster7	[TRIGGERPRI,NN,VBG]	[5.473351975264021,8.367352243992533,8.833687474916637]
	cluster8	[TRIGGERPRI,VBG,NN]	[5.12696598517785,5.4861568588979965,8.071391833903109]
	cluster9	[TRIGGERPRI,VBZ,JJ]	[5.66755596836942,6.675282927373346,9.262803440677388]
	cluster10	[TRIGGERPRI,NN,NNS]	[6.602341746521618,9.593765355587774,11.34323836370179]
	cluster11	[TRIGGERPRI,CC,NN]	[7.50262881184219,9.981796473336802,13.366258615042677]
	cluster12	[TRIGGERPRI,DT,NN]	[4.547108620657912,4.850914901406387,6.805400298339039]
	cluster13	[TRIGGERPRI,NNS,IN]	[6.26953407788936,7.260198211026693,10.599935491511435]
	cluster14	[TRIGGERPRI,IN,NN]	[6.946423075709637,8.071964757892388,12.114419587654599]
	cluster15	[TRIGGERPRI,WDT,VBZ]	[5.2745154863393,5.550866757506791,8.395600920585457]
	cluster16	[TRIGGERPRI,RB,@]	[4.744908828479684,5.090468948698298,7.235699236185974]
	cluster17	[TRIGGERPRI,VBG,TO]	[3.2320450819350337,3.5595692944183774,3.999143219864697]
		[TRIGGERPRI,RB,RBR]	[3.233362939274037,3.55353108600731,4.001894190201314]
		[TRIGGERPRI,VBG,VBN]	[3.2320450819350337,3.5595692944183774,3.999143219864697]
		[TRIGGERPRI,#,#]	[3.232704010604535,3.556550190212844,4.000518705033006]
	cluster18	[TRIGGERPRI,VBD,CD]	[3.731103733413579,4.361372151298992,5.050999695897036]
	cluster19	[TRIGGERPRI,CC,JJ]	[5.417358177429385,7.751419521540829,8.710186010881841]
	cluster20	[TRIGGERPRI,VBN,JJ]	[4.338530922946086,4.784643557655105,6.353591784234606]
		[TRIGGERPRI,#,#]	[4.3404476140568775,4.737100119220189,6.357734123604205]
		[TRIGGERPRI,VBG,NNS]	[4.34236430516767,4.689556680785274,6.361876462973804]
	cluster21	[TRIGGERPRI,JJ,NN]	[5.405902172636337,5.919863466192051,8.684931001331705]
	cluster22	[TRIGGERPRI,NN,@]	[7.309585553254598,10.357129307859413,12.931090105442271]
	cluster23	[TRIGGERPRI,VBD,VBN]	[6.294122672120073,6.993643969746853,10.654759337931306]
	cluster24	[TRIGGERPRI,NNS,JJ]	[4.109074830504295,5.021102081430982,5.859072597474222]
		[TRIGGERPRI,DT,CD]	[4.108434565897172,4.406059022694414,5.857696646759274]
		[TRIGGERPRI,#,#]	[4.108754698200734,4.713580552062698,5.858384622116748]
	cluster25	[TRIGGERPRI,NN,VBP]	[5.273341204019007,8.148861661852553,8.393017655807895]
		[TRIGGERPRI,NN,#]	[5.273341204019007,8.148861661852553,8.393017655807895]
		[TRIGGERPRI,NN,DT]	[5.273341204019007,8.148861661852553,8.393017655807895]
	cluster26	[TRIGGERPRI,CC,DT]	[6.8486915561871395,9.285222163834122,11.895111122670357]
	cluster27	[TRIGGERPRI,NN,VBZ]	[6.489311715975558,9.471448067179415,11.090493937683224]
	cluster28	[TRIGGERPRI,NN,RB]	[5.600144059013606,8.505648724186708,9.113715590047558]
	cluster29	[TRIGGERPRI,RB,#]	[4.610073788838298,4.953603808587795,6.942189419907191]
		[TRIGGERPRI,RB,VBN]	[4.610073788838298,4.953603808587795,6.942189419907191]
		[TRIGGERPRI,RB,RB]	[4.610073788838298,4.953603808587795,6.942189419907191]
	cluster30	[TRIGGERPRI,IN,DT]	[6.598230027626185,7.711941281833153,11.334038978469735]
	cluster31	[TRIGGERPRI,CC,VBN]	[4.88905341657754,7.181207149545575,7.550319219728361]
	cluster32	[TRIGGERPRI,VBZ,RB]	[5.186280000077805,6.176503791905716,8.20162887753526]
	cluster33	[TRIGGERPRI,VBN,IN]	[5.361271614286435,5.826985115327763,8.586583535867794]
	cluster34	[TRIGGERPRI,VBP,JJ]	[5.7407526481602265,6.162402842354027,9.424841100030342]
	cluster35	[TRIGGERPRI,DT,JJ]	[4.778245316168522,5.085157672815569,7.308385845068798]
	cluster36	[TRIGGERPRI,VBD,DT]	[3.9938354478286784,4.632378292197845,5.6117913543850335]
	cluster37	[TRIGGERPRI,CC,RB]	[6.4427426799128344,8.851608977130706,10.986450003795355]
	cluster38	[TRIGGERPRI,VBZ,NN]	[6.342881466282211,7.373729587241471,10.763519132496056]
	cluster39	[TRIGGERPRI,VBD,JJR]	[3.2240722869629064,3.8371881110469683,3.9825036890896683]
		[TRIGGERPRI,VBD,#]	[3.2240722869629064,3.8371881110469683,3.9825036890896683]
		[TRIGGERPRI,VBD,@]	[3.2240722869629064,3.8371881110469683,3.9825036890896683]
	cluster40	[TRIGGERPRI,VBD,IN]	[4.4505229162618765,5.102643014601988,6.595924812454134]
	cluster41	[TRIGGERPRI,JJ,IN]	[5.047663602317322,5.55444883264855,7.897466702786129]
	cluster42	[TRIGGERPRI,RB,VBP]	[4.081409604437864,4.416595622334047,5.7996398483344755]
	cluster43	[TRIGGERPRI,VBZ,DT]	[5.486860754600679,6.488125471242209,8.863498068909102]
	cluster44	[TRIGGERPRI,NNS,VBN]	[4.027393658226924,4.935984674417513,5.6837224768124095]
	cluster45	[TRIGGERPRI,NNS,NN]	[5.373098939215792,6.3335376326180635,8.61263964036166]
	cluster46	[TRIGGERPRI,CC,VBD]	[4.802882995981111,7.087941088621815,7.362135327996899]
		[TRIGGERPRI,CC,#]	[4.802882995981111,7.087941088621815,7.362135327996899]
		[TRIGGERPRI,CC,VB]	[4.802882995981111,7.087941088621815,7.362135327996899]
	cluster47	[TRIGGERPRI,NN,VBD]	[6.095597256229343,9.044621892495217,10.212562538593389]
	cluster48	[TRIGGERPRI,VBD,RB]	[5.796533541754269,6.48419556396321,9.548431903854489]
	cluster49	[TRIGGERPRI,VBN,NNS]	[5.598668167020728,6.068595366595993,9.110453081303007]
		[TRIGGERPRI,#,#]	[5.596386795688819,6.333908037546161,9.105410247439412]
		[TRIGGERPRI,VBZ,VBN]	[5.59410542435691,6.599220708496328,9.100367413575817]
	cluster50	[TRIGGERPRI,VBZ,IN]	[5.502501796213637,6.504330902485438,8.89802138769813]
	cluster51	[TRIGGERPRI,NNS,@]	[6.082875253361708,7.067468829720719,10.18426068178826]
	cluster52	[TRIGGERPRI,VBP,#]	[4.594661335116689,4.997359483522609,6.90869008015319]
		[TRIGGERPRI,VBP,IN]	[4.594661335116689,4.997359483522609,6.90869008015319]
		[TRIGGERPRI,VBP,TO]	[4.594661335116689,4.997359483522609,6.90869008015319]
	cluster53	[TRIGGERPRI,WDT,IN]	[3.3731737662417336,3.6255528083395783,4.294603756691903]
	cluster54	[TRIGGERPRI,VBN,NN]	[5.8611072612258175,6.335569606791217,9.691617788352845]
	cluster55	[TRIGGERPRI,NN,CD]	[6.169652371354887,9.124999155148016,10.377393603462611]
	cluster56	[TRIGGERPRI,CC,CD]	[5.533254901144777,7.876173254528805,8.965923269422905]
	cluster57	[TRIGGERPRI,CD,RB]	[3.0481777679080526,3.365932487849286,3.6169229407241565]
		[TRIGGERPRI,CD,VBN]	[3.0481777679080526,3.365932487849286,3.6169229407241565]
		[TRIGGERPRI,#,#]	[3.047999887247866,3.365141107970902,3.6165547663195374]
		[TRIGGERPRI,CD,CD]	[3.0481777679080526,3.365932487849286,3.6169229407241565]
		[TRIGGERPRI,RB,VB]	[3.0478220065876798,3.3643497280925185,3.616186591914918]
	cluster58	[TRIGGERPRI,IN,CD]	[4.016569949316662,5.027784684954799,5.660515017426299]
	cluster59	[TRIGGERPRI,VBN,TO]	[3.8266546517842905,4.261840142523076,5.254447441976366]
	cluster60	[TRIGGERPRI,VBZ,TO]	[5.439286877620394,6.438828954112764,8.758540352985921]
		[TRIGGERPRI,TO,VB]	[5.440996277219976,5.7162573299143205,8.762310363052332]
		[TRIGGERPRI,#,#]	[5.440141577420185,6.077543142013543,8.760425358019127]
	cluster61	[TRIGGERPRI,NN,MD]	[5.232159856378844,8.10382283510094,8.302454500514301]
	cluster62	[TRIGGERPRI,VBP,RBS]	[3.511281494394896,3.893072557499168,4.5853275655414]
		[TRIGGERPRI,MD,VB]	[3.512146715262551,3.7784639460084644,4.587153575207493]
		[TRIGGERPRI,#,#]	[3.5117141048287235,3.835768251753816,4.586240570374446]
	cluster63	[TRIGGERPRI,VBP,VBN]	[5.0949416541384,5.506232160077095,8.00112845677813]
		[TRIGGERPRI,PRP,VBD]	[5.09381510181624,5.125209305635569,7.998657416642059]
