-1	HPRD50_d15@3#1	0	3-3,15-7,4-14,5-41,12-75,17-1,15-19,4-65,10-47,4-14,5-12,12-24,6-11,3-37
-1	HPRD50_d15@3#2	0	4-14,5-41,3-13,4-14,5-12,12-24,6-11,3-37
-1	HPRD50_d12@2#1	0	21-9,18-2,3-4,4-65,10-8,4-7,9-1,5-13,12-80,12-144,28-23,13-90,13-58,16-50,20-14,9-1,3-4,11-91,13-109
-1	HPRD50_d27@1#1	0	3-3,3-24,12-103,16-49
-1	HPRD50_d27@1#2	0	3-73,3-1,11-33,12-9
-1	HPRD50_d20@4#1	0	4-93,12-99,3-39,3-2,6-68,13-61
-1	HPRD50_d29@2#1	0	3-64,16-16,4-1,5-4,6-11,4-18,9-5,12-30,12-71,13-3,9-5,12-60,12-10,14-74,12-56,10-68,11-11,9-5,12-51,12-116,6-92,10-1,11-94,10-126,9-84,4-136,28-4,18-13,15-20,4-95,14-37,9-7,3-27,20-48,25-7
-1	HPRD50_d29@2#2	0	13-3,9-5,3-96,11-11,3-102,11-94,10-126
-1	HPRD50_d29@2#3	0	13-3,9-5,3-96,11-11,9-5,12-51,3-2,9-84,4-136
-1	HPRD50_d29@2#4	0	10-68,11-11,3-102,3-2,9-84,4-136
-1	HPRD50_d29@3#1	0	3-3,16-2,15-19,4-163,10-134,32-1,32-5,11-80,32-1,32-22,3-4,5-35,4-81
-1	HPRD50_d29@3#2	0	3-13,32-1,32-5,11-80,32-1,32-22,3-4,5-35,4-81
-1	HPRD50_d29@4#1	0	3-4,16-24,25-7,12-95,20-2,8-16,4-27,12-116,6-127,10-35,22-8,11-25,13-10,3-27
-1	HPRD50_d29@4#2	0	12-95,20-2,3-102,22-8,11-25,13-10,3-27
-1	HPRD50_d38@1#1	0	5-106,15-49,3-30,3-40,10-151,6-98
-1	HPRD50_d38@1#2	0	5-106,15-49,3-30,3-5,6-98,6-11
-1	HPRD50_d38@1#3	0	5-106,15-49,3-30,10-56,10-151,6-98,6-11,4-7,3-80,11-5,5-14
-1	HPRD50_d38@1#4	0	5-106,15-49,3-30,10-56,10-151,6-98,6-11,4-7,9-7,5-6,5-51,12-56,10-20,11-5,5-14,3-61
-1	HPRD50_d38@1#5	0	15-49,12-51,3-40,3-5,6-98,6-11
-1	HPRD50_d38@1#6	0	15-49,12-51,3-40,10-151,6-98,6-11,4-7,3-80,11-5,5-14
-1	HPRD50_d38@1#7	0	15-49,12-51,3-40,10-151,6-98,6-11,4-7,9-7,5-6,5-51,12-56,10-20,11-5,5-14,3-61
-1	HPRD50_d38@1#8	0	12-51,12-73,3-5,6-98,6-11,4-7,3-80,11-5,5-14
-1	HPRD50_d38@1#9	0	12-51,12-73,3-5,6-98,6-11,4-7,9-7,5-6,5-51,12-56,10-20,11-5,5-14,3-61
-1	HPRD50_d38@1#10	0	6-11,4-7,3-80,11-5,5-14,3-61
-1	HPRD50_d36@2#1	0	3-7,7-1,8-2,9-2,12-2,4-31,10-141,3-4
-1	HPRD50_d36@3#1	0	3-4,4-87,10-41,17-1,15-8,4-7,9-1,5-13,12-77,12-70,3-4
-1	HPRD50_d36@5#1	0	3-4,11-13,3-4,12-5,4-27
-1	HPRD50_d36@5#2	0	3-4,11-13,9-1,5-2,12-2,4-8,10-6,12-5,4-27,12-50,6-12,17-3,4-18,9-2,12-5,3-4,11-65,25-10
-1	HPRD50_d28@1#1	0	12-79,11-70,3-4,3-2,12-8,12-5
-1	HPRD50_d21@1#1	0	9-5,12-55,3-26,3-66,14-37,9-1
-1	HPRD50_d26@2#1	0	21-3,18-26,3-136,3-135,9-2,12-6
-1	HPRD50_d26@3#1	0	10-35,16-23,3-4,3-5,11-116,10-134
-1	HPRD50_d26@3#2	0	10-35,16-23,3-4,11-51,3-2
-1	HPRD50_d26@3#3	0	12-2,4-9,3-5,3-2
-1	HPRD50_d26@4#1	0	3-4,16-38,12-2,4-65,10-8,4-7,9-1,5-27,12-40,28-10,16-19,3-4
-1	HPRD50_d26@6#1	0	5-4,6-3,3-106,3-4
-1	HPRD50_d26@7#1	0	3-48,12-37,14-10,9-5,12-18,12-103,16-49,3-121,11-96,16-40
-1	HPRD50_d26@7#2	0	3-48,12-37,14-10,9-5,12-18,12-103,16-49,4-9,10-65,11-64,13-56,10-154,11-96,16-40,3-4
-1	HPRD50_d26@7#3	0	14-10,9-5,3-73,3-121,11-96,16-40
-1	HPRD50_d26@7#4	0	14-10,9-5,3-73,11-64,13-56,10-154,11-96,16-40,3-4
-1	HPRD50_d26@7#5	0	12-103,16-49,3-121,11-96,16-40,3-4
-1	HPRD50_d26@8#1	0	3-4,20-30,8-62,10-35,16-42,4-4,12-32,4-94,25-10,12-2,4-9,10-154,11-29,16-5,3-4,12-6,4-12
-1	HPRD50_d26@8#2	0	3-4,20-30,8-62,10-35,16-42,4-4,12-32,4-94,25-10,12-2,4-9,10-154,11-29,16-5,9-1,5-2,12-2,4-8,3-14
-1	HPRD50_d26@8#3	0	9-2,12-2,3-87,16-42,4-4,12-32,3-4,11-29,16-5
-1	HPRD50_d26@8#4	0	9-2,12-2,3-87,16-42,4-4,12-32,4-94,25-10,12-2,4-9,10-154,11-29,16-5,3-4,12-6,4-12
-1	HPRD50_d26@8#5	0	9-2,12-2,3-87,16-42,4-4,12-32,4-94,25-10,12-2,4-9,10-154,11-29,16-5,9-1,5-2,12-2,4-8,3-14
-1	HPRD50_d26@8#6	0	4-4,12-32,3-4,11-29,16-5,3-4,12-6,4-12
-1	HPRD50_d26@8#7	0	4-4,12-32,3-4,11-29,16-5,9-1,5-2,12-2,4-8,3-14
-1	HPRD50_d13@2#1	0	3-4,16-23,4-18,9-19,12-16,5-2,12-6,4-12,9-32,10-28,12-14,11-79,12-99,20-33,12-73,6-16,3-4,11-18,10-25
-1	HPRD50_d13@2#2	0	3-4,16-23,4-18,9-19,12-16,5-2,12-6,4-12,9-32,10-28,12-14,11-79,12-99,20-33,12-73,6-16,14-10,9-2,3-2,18-51,12-76
-1	HPRD50_d13@2#3	0	9-19,12-16,3-14,12-14,11-79,12-99,20-33,12-73,6-16,3-4,11-18,10-25
-1	HPRD50_d13@2#4	0	9-19,12-16,3-14,12-14,11-79,12-99,20-33,12-73,6-16,14-10,9-2,3-2,18-51,12-76
-1	HPRD50_d13@2#5	0	12-73,6-16,3-4,3-2,18-51,12-76
-1	HPRD50_d37@1#1	0	3-3,6-8,15-3,4-4,12-6,3-80,12-137,11-73
-1	HPRD50_d37@1#2	0	3-3,6-8,15-3,4-4,12-6,4-7,9-1,5-51,12-64,10-28,12-137,11-73,7-4,8-4,15-32,4-36,6-13,20-60,10-77,3-4
-1	HPRD50_d37@1#3	0	4-4,12-6,3-80,12-137,11-73,7-4,8-4,3-28,9-5,12-8
-1	HPRD50_d37@1#4	0	4-4,12-6,3-80,12-137,11-73,7-4,8-4,15-32,4-36,6-13,20-60,10-77,3-4
-1	HPRD50_d30@1#1	0	15-8,4-18,3-82,12-13,12-33,11-96,3-13
-1	HPRD50_d42@3#1	0	3-3,13-24,17-3,4-7,9-1,5-12,12-116,6-95,10-28,12-29,11-1,10-65,11-25,13-14,3-14
-1	HPRD50_d42@3#2	0	17-3,4-7,3-102,3-34,11-25,13-14
-1	HPRD50_d42@3#3	0	17-3,4-7,3-102,12-29,11-1,10-65,11-25,13-14,3-14
-1	HPRD50_d42@3#4	0	5-12,12-116,3-34,11-25,13-14,3-14
-1	HPRD50_d39@1#1	0	3-137,3-67,13-109,16-23
-1	HPRD50_d33@1#1	0	12-6,4-7,3-27,16-16,4-14,5-13,3-34,12-28,6-71
-1	HPRD50_d33@2#1	0	3-7,3-2,17-7,9-5
-1	HPRD50_d25@1#1	0	3-3,12-18,12-103,16-16,4-14,5-2,12-2,4-65,10-63,3-102
-1	HPRD50_d25@1#2	0	12-103,16-16,3-4,3-102
-1	HPRD50_d3@3#1	0	3-3,16-38,12-5,4-4,12-2,4-124,10-78,9-1,3-14
-1	HPRD50_d3@3#2	0	10-141,16-38,3-4,9-1,3-14
-1	HPRD50_d22@1#1	0	3-3,3-27,28-3,16-49
-1	HPRD50_d22@1#2	0	10-135,28-3,3-15,3-2
-1	HPRD50_d22@2#1	0	3-3,3-2,18-65,14-31
-1	HPRD50_d22@2#2	0	4-14,5-12,3-17,3-1,10-28,12-141
-1	HPRD50_d22@2#3	0	4-14,5-12,3-17,3-5
-1	HPRD50_d22@2#4	0	5-12,12-27,3-1,3-5
-1	HPRD50_d22@4#1	0	3-64,3-2,4-4,12-9
-1	HPRD50_d22@4#2	0	7-1,8-1,3-4,4-1,5-6,6-109,14-66,20-21,3-34
-1	HPRD50_d22@7#1	0	4-94,25-7,3-33,6-121,11-65,25-10,3-34
-1	HPRD50_d22@8#1	0	17-38,20-1,3-7,3-2,6-60,11-125
-1	HPRD50_d4@2#1	0	3-118,3-22
-1	HPRD50_d4@2#2	0	3-118,3-2
-1	HPRD50_d4@2#3	0	15-61,10-66,3-22,3-2
-1	HPRD50_d10@1#1	0	12-6,4-18,3-27,3-25
-1	HPRD50_d10@4#1	0	3-63,17-42,5-4,6-5,4-42,10-79,15-7,4-14,5-13,12-51,12-73,6-28,14-16,5-40,12-133,22-8,11-84,17-17,12-139,22-1,5-50,6-57,28-6,3-13,4-76,14-67
-1	HPRD50_d10@4#2	0	13-32,10-55,3-5,15-7,4-14,5-13,12-51,12-73,6-28,14-16,5-40,12-133,22-8,11-84,17-17,12-139,22-1,5-50,6-57,28-6,3-13,4-76,14-67
-1	HPRD50_d10@5#1	0	3-110,4-18,9-5,12-12,12-8,12-2,4-9,10-158,11-111,18-27,4-58,4-93,12-143,3-80,7-2,8-25
-1	HPRD50_d10@5#2	0	4-18,9-5,3-4,11-111,18-27,4-58,4-93,12-143,3-80,7-2,8-25
-1	HPRD50_d19@1#1	0	3-3,3-24,10-110,14-23
-1	HPRD50_d19@1#2	0	3-3,3-5,14-23,12-18
-1	HPRD50_d19@1#3	0	3-24,3-5,14-23,12-18
-1	HPRD50_d19@3#1	0	4-7,9-7,3-4,16-5,9-11,5-4,6-17,4-130,11-53,12-29,11-1,10-34,11-99,25-0,32-12,32-29,3-12,11-18,10-5
-1	HPRD50_d19@3#2	0	4-7,9-7,3-4,16-5,9-11,5-4,6-17,4-130,11-53,12-29,11-1,10-34,11-99,25-0,32-12,32-29,6-12,17-29,3-2,18-2,9-1
-1	HPRD50_d19@3#3	0	5-4,6-17,3-34,11-99,25-0,32-12,32-29,3-12,11-18,10-5
-1	HPRD50_d19@3#4	0	5-4,6-17,3-34,11-99,25-0,32-12,32-29,6-12,17-29,3-2,18-2,9-1
-1	HPRD50_d32@2#1	0	6-23,18-16,3-4,3-39,20-15,9-32
-1	HPRD50_d32@2#2	0	10-78,9-22,3-61,3-56,6-11,4-10
-1	HPRD50_d32@7#1	0	3-34,3-10,17-61,20-34
-1	HPRD50_d32@7#2	0	3-34,10-73,17-61,20-34,12-77,12-175,22-40,3-4,5-2,12-2
-1	HPRD50_d32@7#3	0	3-34,10-73,17-61,20-34,12-77,12-175,22-40,17-11,5-2,12-2,4-66,3-4,11-88,10-32
-1	HPRD50_d32@7#4	0	3-34,10-73,17-61,20-34,12-77,12-175,22-40,17-11,5-2,12-2,4-66,10-16,5-2,3-2,22-6,12-51
-1	HPRD50_d32@7#5	0	3-34,10-73,17-61,20-34,12-77,12-175,22-40,17-11,5-2,12-2,4-66,10-16,5-2,12-2,4-9,10-1,11-88,10-32,22-6,12-51,12-28,6-21,11-33,3-4,10-78,9-1
-1	HPRD50_d32@7#6	0	3-34,10-73,17-61,20-34,12-77,12-175,22-40,17-11,5-2,12-2,4-66,10-16,5-2,12-2,4-9,10-1,11-88,10-32,22-6,12-51,12-28,6-21,11-33,12-5,3-1,9-1,5-13
-1	HPRD50_d32@7#7	0	3-10,17-61,20-34,12-77,12-175,22-40,17-11,5-2,12-2,4-66,10-16,5-2,12-2,4-9,10-1,11-88,10-32,22-6,12-51,12-28,6-21,11-33,3-4,10-78,9-1
-1	HPRD50_d32@7#8	0	3-10,17-61,20-34,12-77,12-175,22-40,17-11,5-2,12-2,4-66,10-16,5-2,12-2,4-9,10-1,11-88,10-32,22-6,12-51,12-28,6-21,11-33,12-5,3-1,9-1,5-13
-1	HPRD50_d32@7#9	0	12-175,22-40,3-4,3-4,11-88,10-32
-1	HPRD50_d32@7#10	0	12-175,22-40,3-4,5-2,3-2,22-6,12-51
-1	HPRD50_d32@7#11	0	12-175,22-40,3-4,5-2,12-2,4-9,10-1,11-88,10-32,22-6,12-51,12-28,6-21,11-33,3-4,10-78,9-1
-1	HPRD50_d32@7#12	0	12-175,22-40,3-4,5-2,12-2,4-9,10-1,11-88,10-32,22-6,12-51,12-28,6-21,11-33,12-5,3-1,9-1,5-13
-1	HPRD50_d32@7#13	0	12-2,4-66,3-4,3-2,22-6,12-51
-1	HPRD50_d32@7#14	0	12-2,4-66,3-4,11-88,10-32,22-6,12-51,12-28,6-21,11-33,3-4,10-78,9-1
-1	HPRD50_d32@7#15	0	12-2,4-66,3-4,11-88,10-32,22-6,12-51,12-28,6-21,11-33,12-5,3-1,9-1,5-13
-1	HPRD50_d32@7#16	0	10-16,5-2,3-2,22-6,12-51,12-28,6-21,11-33,3-4,10-78,9-1
-1	HPRD50_d32@7#17	0	10-16,5-2,3-2,22-6,12-51,12-28,6-21,11-33,12-5,3-1,9-1,5-13
-1	HPRD50_d32@7#18	0	6-21,11-33,3-4,3-1,9-1,5-13
-1	HPRD50_d18@1#1	0	3-39,3-32
-1	HPRD50_d16@1#1	0	3-3,3-2,18-33,10-27
-1	HPRD50_d16@4#1	0	3-49,3-2,12-1,4-2
-1	HPRD50_d16@5#1	0	4-18,9-78,3-64,3-2,13-61,18-17
-1	HPRD50_d16@6#1	0	19-0,13-109,3-13,3-2,13-35,13-20
-1	HPRD50_d16@6#2	0	19-0,13-109,3-13,11-54,3-49,18-12,4-100
-1	HPRD50_d16@6#3	0	16-1,15-21,3-2,3-49,18-12,4-100
-1	HPRD50_d16@6#4	0	13-20,4-43,3-94,11-7,12-41,14-22,4-4,12-6,4-18,9-5,3-14
-1	HPRD50_d16@7#1	0	3-4,12-12,12-8,12-2,4-9,10-1,11-60,10-41,17-12,15-12,20-3,8-28,12-6,3-4,17-14,13-41
-1	HPRD50_d16@7#2	0	4-8,10-27,3-4,3-2,17-12,15-12
-1	HPRD50_d16@7#3	0	4-8,10-27,3-4,11-60,10-41,17-12,15-12,20-3,8-28,12-6,3-4,17-14,13-41
-1	HPRD50_d16@7#4	0	12-12,12-8,3-2,17-12,15-12,20-3,8-28,12-6,3-4,17-14,13-41
-1	HPRD50_d23@2#1	0	13-113,21-9,3-4,3-64,16-43,10-61
-1	HPRD50_d23@2#2	0	13-113,21-9,3-4,11-18,10-51,3-42,4-56,15-75
-1	HPRD50_d23@2#3	0	13-113,21-9,3-4,11-18,10-51,18-26,4-31,10-113,16-43,10-61,4-56,15-75,12-14,11-17,12-165,6-94,32-1,32-18,3-4,16-8,13-3
-1	HPRD50_d23@2#4	0	13-113,21-9,3-4,11-18,10-51,18-26,4-31,10-113,16-43,10-61,4-56,15-75,12-14,11-17,12-165,6-94,32-1,32-18,11-14,5-2,12-2,4-31,10-21,16-8,3-4
-1	HPRD50_d23@2#5	0	18-1,9-2,3-2,3-64,16-43,10-61
-1	HPRD50_d23@2#6	0	18-1,9-2,3-2,3-42,4-56,15-75
-1	HPRD50_d23@2#7	0	18-1,9-2,3-2,18-26,4-31,10-113,16-43,10-61,4-56,15-75,12-14,11-17,12-165,6-94,32-1,32-18,3-4,16-8,13-3
-1	HPRD50_d23@2#8	0	18-1,9-2,3-2,18-26,4-31,10-113,16-43,10-61,4-56,15-75,12-14,11-17,12-165,6-94,32-1,32-18,11-14,5-2,12-2,4-31,10-21,16-8,3-4
