-1	HPRD50_d12@2#1	0.10502814759979648,0.8013363894703858,1.964027580075817,0.11620262443490242,1.42886119023365,1.964027580075817
-1	HPRD50_d16@1#1	0.1344424824494056,0.12829187589298277,0.5967995487934692,0.10512125062814438,0.5110929217652358,0.5967995487934692
-1	HPRD50_d18@1#1	0.10517400636338733,0.1818302854250914,0.4682356529541317,0.10966192433531224,0.15321795491733922,0.4682356529541317
-1	HPRD50_d15@3#1	0.4426655278869733,0.675767504691708,1.964027580075817,0.6012859303789186,0.7753657967224628,1.964027580075817
-1	HPRD50_d19@3#4	0.4528338015505894,1.3404202060589918,0.4682356529541317,0.6087817615866348,1.3404202060589918,0.4682356529541317
-1	HPRD50_d19@3#3	0.4528338015505894,1.3404202060589918,1.964027580075817,0.4458081963077848,0.6741321976949013,1.964027580075817
-1	HPRD50_d19@3#2	0.10520112931593996,0.9408036196261892,1.964027580075817,0.6087817615866348,0.7033782226383386,1.964027580075817
-1	HPRD50_d19@3#1	0.10520112931593996,0.9408036196261892,1.964027580075817,0.4458081963077848,0.34064885807970374,1.964027580075817
-1	HPRD50_d36@5#2	0.10530505506832018,0.6659863146525498,0.4682356529541317,0.11225598902946159,1.42886119023365,0.4682356529541317
-1	HPRD50_d3@3#2	0.5348938019340762,0.12281906089701225,1.964027580075817,0.1095262590170002,1.42886119023365,1.964027580075817
-1	HPRD50_d36@5#1	0.10530505506832018,0.14494813380195914,0.23411782647706586,0.10832831612056605,0.11778492901608115,0.23411782647706586
-1	HPRD50_d3@3#1	0.4426655278869733,0.7391239712678409,1.964027580075817,0.1095262590170002,1.42886119023365,1.964027580075817
-1	HPRD50_d22@2#2	0.11882781816304372,0.15220117923738347,0.16554630269858872,0.10524162604427965,0.13636593413547388,0.16554630269858872
-1	HPRD50_d22@2#1	0.1344424824494056,0.12829187589298277,0.5967995487934692,0.10501910603889195,0.5110929217652358,0.5967995487934692
-1	HPRD50_d22@2#4	0.1619222440076809,0.20400948142174624,0.13920729249774955,0.11023674760719253,0.1402619169789613,0.13920729249774955
-1	HPRD50_d22@2#3	0.11882781816304372,0.1762114742234366,0.4682356529541317,0.11023674760719253,0.12755703149876435,0.4682356529541317
-1	HPRD50_d29@2#4	0.11680866854962564,0.14943970322021324,0.4682356529541317,0.440957907916452,0.19667370991145555,0.4682356529541317
-1	HPRD50_d16@6#3	0.117851314931365,0.6504460302065793,1.0990727032764414,0.44413387116778724,0.6504460302065793,1.0990727032764414
-1	HPRD50_d16@6#2	0.48097101216404897,0.5907823610886104,1.964027580075817,0.4610242136390035,0.5907823610886104,1.964027580075817
-1	HPRD50_d16@6#4	0.5307643145429382,0.5665642031363851,0.23411782647706586,0.10942957351855885,0.19667370991145555,0.23411782647706586
-1	HPRD50_d23@2#10	0.109498207244932,0.14943970322021324,0.4682356529541317,0.1828044498310046,0.34064885807970374,0.4682356529541317
-1	HPRD50_d29@2#1	0.5353299353969435,1.3267197282615353,3.459819507197502,0.8006356277834732,2.5170735223875966,3.459819507197502
-1	HPRD50_d29@2#2	0.4887449873748717,0.34064885807970374,0.4682356529541317,0.11680866854962564,0.34064885807970374,0.4682356529541317
-1	HPRD50_d39@1#1	0.1055616673860402,0.5203954122386586,0.5221970630295368,0.44097314804248144,0.5927090886902693,0.5221970630295368
-1	HPRD50_d16@6#1	0.48097101216404897,0.7594055976286018,0.804775227676251,0.10517236017251544,0.7594055976286018,0.804775227676251
-1	HPRD50_d23@2#12	0.10625587180813861,0.34064885807970374,0.4682356529541317,0.1828044498310046,0.34064885807970374,0.4682356529541317
-1	HPRD50_d29@2#3	0.4840842629639924,0.19667370991145555,0.4682356529541317,0.117851314931365,0.19667370991145555,0.4682356529541317
-1	HPRD50_d23@2#11	0.10625587180813861,0.19667370991145555,0.4682356529541317,0.6903942228258659,1.356873616149526,0.4682356529541317
